plot,variable,start_m,stop_m,distance_m,year
s05u,shrubs,45.48,45.93,0.45,2016
s05u,shrubs,46.4,46.64,0.24,2016
s05u,shrubs,47.14,48,0.86,2016
s05u,shrubs,49.56,50,0.44,2016
S07B,Fine Fuels ,0.23,0.35,0.12,2016
S07B,Fine Fuels ,0.5,0.57,0.07,2016
S07B,Fine Fuels ,1.02,1.09,0.07,2016
S07B,Fine Fuels ,2.23,2.33,0.1,2016
S07B,Fine Fuels ,2.64,3,0.36,2016
S07B,Fine Fuels ,5.53,5.63,0.1,2016
S07B,Fine Fuels ,6.14,6.21,0.07,2016
S07B,Fine Fuels ,10.03,10.12,0.09,2016
S07B,Fine Fuels ,10.3,10.4,0.1,2016
S07B,Fine Fuels ,12.8,12.92,0.12,2016
S07B,Fine Fuels ,14.89,15.03,0.14,2016
S07B,Fine Fuels ,15.84,15.99,0.15,2016
S07B,Fine Fuels ,17.7,17.85,0.15,2016
S07B,Fine Fuels ,18.29,18.51,0.22,2016
S07B,Fine Fuels ,23.21,23.3,0.09,2016
S07B,Fine Fuels ,24.4,24.79,0.39,2016
S07B,Fine Fuels ,25.84,26,0.16,2016
S07B,Fine Fuels ,26.29,26.39,0.1,2016
S07B,Fine Fuels ,27.13,27.22,0.09,2016
S07B,Fine Fuels ,28.83,28.93,0.1,2016
S07B,Fine Fuels ,29.48,29.6,0.12,2016
S07B,Fine Fuels ,31.16,31.42,0.26,2016
S07B,Fine Fuels ,32.69,32.8,0.11,2016
S07B,Fine Fuels ,35.69,35.78,0.09,2016
S07B,Fine Fuels ,39.45,39.56,0.11,2016
S07B,Fine Fuels ,40.1,40.26,0.16,2016
S07B,Fine Fuels ,41.41,41.55,0.14,2016
S07B,Fine Fuels ,42.6,43.09,0.49,2016
S07B,Fine Fuels ,46.65,46.75,0.1,2016
S07B,Fine Fuels ,47.45,47.61,0.16,2016
S07B,Fine Fuels ,47.8,47.91,0.11,2016
S07B,Fine Fuels ,49.34,49.49,0.15,2016
S07U,Fine Fuels,6,6.11,0.11,2016
S07U,Fine Fuels,8.38,8.74,0.36,2016
S07U,Fine Fuels,9.23,9.5,0.27,2016
S07U,Fine Fuels,9.85,9.95,0.1,2016
S07U,Fine Fuels,12.75,13.01,0.26,2016
S07U,Fine Fuels,13.15,13.64,0.49,2016
S07U,Fine Fuels,14.15,15.34,1.19,2016
S07U,Fine Fuels,17.76,17.95,0.19,2016
S07U,Fine Fuels,18.9,19.35,0.45,2016
S07U,Fine Fuels,22.46,23.23,0.77,2016
S07U,Fine Fuels,23.4,23.53,0.13,2016
S07U,Fine Fuels,24.26,24.53,0.27,2016
S07U,Fine Fuels,26.45,26.77,0.32,2016
S07U,Fine Fuels,27.25,27.75,0.5,2016
S07U,Fine Fuels,34.15,34.55,0.4,2016
S07U,Fine Fuels,39.55,39.96,0.41,2016
S07U,Fine Fuels,42.75,43.6,0.85,2016
S07U,Fine Fuels,44.83,45.15,0.32,2016
S07U,Fine Fuels,46.2,46.58,0.38,2016
S07U,Fine Fuels,47.6,47.79,0.19,2016
S07U,Fine Fuels,47.04,50,2.96,2016
S07U,Shrubs,0.55,0.77,0.22,2016
S07U,Shrubs,1,2.05,1.05,2016
S07U,Shrubs,2.9,3.04,0.14,2016
S07U,Shrubs,3.36,3.43,0.07,2016
S07U,Shrubs,3.58,3.8,0.22,2016
S07U,Shrubs,4.29,4.44,0.15,2016
S07U,Shrubs,4.71,4.93,0.22,2016
S07U,Shrubs,5.53,6.4,0.87,2016
S07U,Shrubs,6.54,6.6,0.06,2016
S07U,Shrubs,6.71,7.9,1.19,2016
S07U,Shrubs,8.39,8.77,0.38,2016
S07U,Shrubs,9.09,10.79,1.7,2016
S07U,Shrubs,11,13.88,2.88,2016
S07U,Shrubs,14.05,15.2,1.15,2016
S07U,Shrubs,15.84,19.65,3.81,2016
S07U,Shrubs,20.37,20.49,0.12,2016
S07U,Shrubs,20.74,24.8,4.06,2016
S07U,Shrubs,28.2,35.11,32,2016
S07U,Shrubs,35.25,35.56,0.31,2016
S07U,Shrubs,35.98,36.93,0.95,2016
S07U,Shrubs,38.38,39.1,0.72,2016
S07U,Shrubs,39.55,43.32,3.77,2016
S13B,Fine Fuels ,0.79,1.05,0.26,2016
S13B,Fine Fuels ,1.61,1.86,0.25,2016
S13B,Fine Fuels ,7.67,8.04,0.37,2016
S13B,Fine Fuels ,9.8,10.24,0.44,2016
S13B,Fine Fuels ,11.12,11.25,0.13,2016
S13B,Fine Fuels ,11.95,12.11,0.16,2016
S13B,Fine Fuels ,12.94,13.35,0.41,2016
S13B,Fine Fuels ,14.31,14.44,0.13,2016
S13B,Fine Fuels ,16.15,16.27,0.12,2016
S13B,Fine Fuels ,19.35,19.43,0.08,2016
S13B,Fine Fuels ,20.12,20.25,0.13,2016
S13B,Fine Fuels ,21.2,21.29,0.09,2016
S13B,Fine Fuels ,24.44,24.54,0.1,2016
S13B,Fine Fuels ,26.79,27.15,0.36,2016
S13B,Fine Fuels ,28.44,28.8,0.36,2016
S13B,Fine Fuels ,30.13,30.37,0.24,2016
S13B,Fine Fuels ,31.1,31.4,0.3,2016
S13B,Fine Fuels ,34.06,34.27,0.21,2016
S13B,Fine Fuels ,35.4,35.55,0.15,2016
S13B,Fine Fuels ,37.71,37.83,0.12,2016
S13B,Fine Fuels ,39.69,39.88,0.19,2016
S13B,Fine Fuels ,41.23,41.52,0.29,2016
S13B,Fine Fuels ,42.43,43.4,0.97,2016
S13B,Fine Fuels ,44.07,44.22,0.15,2016
S13B,Fine Fuels ,22.06,44.6,22.54,2016
S13B,Fine Fuels ,45,45.2,0.2,2016
S13B,Fine Fuels ,46.53,46.66,0.13,2016
S13B,Fine Fuels ,47.74,48.49,0.75,2016
S13B,Fine Fuels ,48.79,49.21,0.42,2016
S13B,Fine Fuels ,49.61,49.79,0.18,2016
S13B,Shrubs,1.61,2.02,0.41,2016
S13B,Shrubs,5.34,5.52,0.18,2016
S13B,Shrubs,30.56,31.31,0.75,2016
S13B,Shrubs,39.22,39.64,0.42,2016
S13B,Shrubs,42.2,42.62,0.42,2016
S13B,Shrubs,43.02,43.31,0.29,2016
S13B,Shrubs,43.81,44.17,0.36,2016
S13U,Fine Fuels,0,0.93,0.93,2016
S13U,Fine Fuels,1.78,3.1,1.32,2016
S13U,Fine Fuels,3.4,4.24,0.84,2016
S13U,Fine Fuels,5.51,6.87,1.36,2016
S13U,Fine Fuels,7.45,9.24,1.79,2016
S13U,Fine Fuels,9.33,9.56,0.23,2016
S13U,Fine Fuels,10.3,10.67,0.37,2016
S13U,Fine Fuels,10.73,11.36,0.63,2016
S13U,Fine Fuels,11.54,11.66,0.12,2016
S13U,Fine Fuels,11.54,13.91,2.37,2016
S13U,Fine Fuels,13.97,14.18,0.21,2016
S13U,Fine Fuels,14.6,22.2,7.6,2016
S13U,Fine Fuels,22.33,32.04,9.71,2016
S13U,Fine Fuels,32.1,36.85,4.75,2016
S13U,Fine Fuels,36.96,37.28,0.32,2016
S13U,Fine Fuels,37.51,41.8,4.29,2016
S13U,Fine Fuels,42.19,42.72,0.53,2016
S13U,Fine Fuels,42.84,43.01,0.17,2016
S13U,Fine Fuels,43.12,45.24,2.12,2016
S13U,Fine Fuels,45.39,46.85,1.46,2016
S13U,Fine Fuels,46.29,49.72,3.43,2016
S13U,Fine Fuels,49.87,50,0.13,2016
S13U,Shrubs,14.83,14.95,0.12,2016
S13U,Shrubs,37.91,38.12,0.21,2016
S13U,Shrubs,42.2,42.76,0.56,2016
S13U,Shrubs,46.14,46.28,0.14,2016
S06B,Fine Fuels ,1.19,2.45,1.26,2016
S06B,Fine Fuels ,2.7,2.81,0.11,2016
S06B,Fine Fuels ,3.66,3.92,0.26,2016
S06B,Fine Fuels ,5.01,5.11,0.1,2016
S06B,Fine Fuels ,5.21,5.3,0.09,2016
S06B,Fine Fuels ,5.13,5.26,0.13,2016
S06B,Fine Fuels ,7.12,7.22,0.1,2016
S06B,Fine Fuels ,9,9.34,0.34,2016
S06B,Fine Fuels ,10.69,11.01,0.32,2016
S06B,Fine Fuels ,12.07,12.23,0.16,2016
S06B,Fine Fuels ,14.39,14.7,0.31,2016
S06B,Fine Fuels ,15.9,16.32,0.42,2016
S06B,Fine Fuels ,16.4,16.77,0.37,2016
S06B,Fine Fuels ,17.56,17.72,0.16,2016
S06B,Fine Fuels ,18.55,18.88,0.33,2016
S06B,Fine Fuels ,19.21,19.42,0.21,2016
S06B,Fine Fuels ,21.82,21.92,0.1,2016
S06B,Fine Fuels ,22.5,22.65,0.15,2016
S06B,Fine Fuels ,24.66,24.94,0.28,2016
S06B,Fine Fuels ,25.11,25.35,0.24,2016
S06B,Fine Fuels ,27.56,27.71,0.15,2016
S06B,Fine Fuels ,29.22,29.59,0.37,2016
S06B,Fine Fuels ,31.22,31.32,0.1,2016
S06B,Fine Fuels ,33.33,33.52,0.19,2016
S06B,Fine Fuels ,36.19,36.4,0.21,2016
S06B,Fine Fuels ,38.37,38.49,0.12,2016
S06B,Fine Fuels ,40.07,40.19,0.12,2016
S06B,Fine Fuels ,41.54,41.82,0.28,2016
S06B,Fine Fuels ,43.72,43.82,0.1,2016
S06B,Fine Fuels ,43.92,44.36,0.44,2016
S06B,Fine Fuels ,45.09,45.31,0.22,2016
S06B,Fine Fuels ,47.32,47.49,0.17,2016
S06B,Fine Fuels ,48.17,48.29,0.12,2016
S06B,Fine Fuels ,48.91,49.42,0.51,2016
S06B,Shrubs,0.49,0.61,0.12,2016
S06B,Shrubs,1.19,1.62,0.43,2016
S06U,Fine Fuels ,0.63,2.11,1.48,2016
S06U,Fine Fuels ,2.41,4.46,2.05,2016
S06U,Fine Fuels ,4.72,4.91,0.19,2016
S06U,Fine Fuels ,5.08,7.74,2.66,2016
S06U,Fine Fuels ,8.24,8.43,0.19,2016
S06U,Fine Fuels ,8.9,11.11,2.21,2016
S06U,Fine Fuels ,11.29,11.4,0.11,2016
S06U,Fine Fuels ,11.65,15.52,3.87,2016
S06U,Fine Fuels ,15.48,16.6,1.12,2016
S06U,Fine Fuels ,18.19,19.93,1.74,2016
S06U,Fine Fuels ,20.49,21.51,1.02,2016
S06U,Fine Fuels ,21.94,22.69,0.75,2016
S06U,Fine Fuels ,22.78,22.94,0.16,2016
S06U,Fine Fuels ,23.23,26.99,3.76,2016
S06U,Fine Fuels ,27.08,27.18,0.1,2016
S06U,Fine Fuels ,27.4,27.77,0.37,2016
S06U,Fine Fuels ,28.1,28.84,0.74,2016
S06U,Fine Fuels ,29.02,29.14,0.12,2016
S06U,Fine Fuels ,29.65,32.32,2.67,2016
S06U,Fine Fuels ,34.38,35.01,0.63,2016
S06U,Fine Fuels ,38.77,38.94,0.17,2016
S06U,Fine Fuels ,40.03,40.11,0.08,2016
S06U,Fine Fuels ,40.41,41.98,1.57,2016
S06U,Fine Fuels ,42.16,42.47,0.31,2016
S06U,Fine Fuels ,43.33,43.43,0.1,2016
S06U,Fine Fuels ,44.12,44.33,0.21,2016
S06U,Fine Fuels ,44.65,45.33,0.68,2016
S06U,Fine Fuels ,45.9,46.63,0.73,2016
S06U,Fine Fuels ,47.17,47.25,0.08,2016
S06U,Fine Fuels ,47.32,47.46,0.14,2016
S06U,Fine Fuels ,47.73,47.8,0.07,2016
S06U,Fine Fuels ,47.84,48.03,0.19,2016
S06U,Fine Fuels ,48.4,48.57,0.17,2016
S06U,Fine Fuels ,48.7,58.81,10.11,2016
S06U,Fine Fuels ,48.87,49.06,0.19,2016
S06U,Fine Fuels ,49.36,50,0.64,2016
S06U,Shrubs,0.9,1.37,0.47,2016
S06U,Shrubs,1.56,1.9,0.34,2016
S06U,Shrubs,2.35,2.52,0.17,2016
S06U,Shrubs,2.91,3.66,0.75,2016
S06U,Shrubs,3.73,3.9,0.17,2016
S06U,Shrubs,4.94,5.01,0.07,2016
S06U,Shrubs,6.46,6.74,0.28,2016
S06U,Shrubs,9.43,10.02,0.59,2016
S06U,Shrubs,10.2,10.9,0.7,2016
S06U,Shrubs,11.68,12.2,0.52,2016
S06U,Shrubs,12.34,12.55,0.21,2016
S06U,Shrubs,12.8,13.21,0.41,2016
S06U,Shrubs,13.44,14.1,0.66,2016
S06U,Shrubs,17.73,17.99,0.26,2016
S06U,Shrubs,18.38,18.9,0.52,2016
S06U,Shrubs,19.24,19.7,0.46,2016
S06U,Shrubs,19.88,20.41,0.53,2016
S06U,Shrubs,20.93,21.36,0.43,2016
S06U,Shrubs,23.56,23.98,0.42,2016
S06U,Shrubs,24.75,25.89,1.14,2016
S06U,Shrubs,26.24,26.82,0.58,2016
S06U,Shrubs,27.53,27.87,0.34,2016
S06U,Shrubs,28.26,28.76,0.5,2016
S06U,Shrubs,29.69,30.12,0.43,2016
S06U,Shrubs,32.18,32.42,0.24,2016
S06U,Shrubs,33.34,33.82,0.48,2016
S06U,Shrubs,33.93,34.45,0.52,2016
S06U,Shrubs,34.99,35.24,0.25,2016
S06U,Shrubs,35.5,35.77,0.27,2016
S06U,Shrubs,36.49,36.76,0.27,2016
S06U,Shrubs,37.49,37.61,0.12,2016
S06U,Shrubs,38.01,38.34,0.33,2016
S06U,Shrubs,40.29,40.65,0.36,2016
S06U,Shrubs,41.02,41.79,0.77,2016
S06U,Shrubs,42.52,42.63,0.11,2016
S06U,Shrubs,42.75,42.83,0.08,2016
S06U,Shrubs,43.04,43.25,0.21,2016
S06U,Shrubs,44.26,44.39,0.13,2016
S06U,Shrubs,44.6,44.98,0.38,2016
S06U,Shrubs,46.05,46.53,0.48,2016
S06U,Shrubs,47.84,48.25,0.41,2016
S10B,Fine Fuels ,0.22,0.4,0.18,2016
S10B,Fine Fuels ,0.54,0.7,0.16,2016
S10B,Fine Fuels ,1.16,1.25,0.09,2016
S10B,Fine Fuels ,1.9,2.04,0.14,2016
S10B,Fine Fuels ,3.08,3.2,0.12,2016
S10B,Fine Fuels ,4.82,5.02,0.2,2016
S10B,Fine Fuels ,5.9,5.99,0.09,2016
S10B,Fine Fuels ,6.45,6.94,0.49,2016
S10B,Fine Fuels ,9.79,9.91,0.12,2016
S10B,Fine Fuels ,10.05,10.15,0.1,2016
S10B,Fine Fuels ,12.43,12.59,0.16,2016
S10B,Fine Fuels ,12.9,13,0.1,2016
S10B,Fine Fuels ,14.08,14.2,0.12,2016
S10B,Fine Fuels ,14.95,15.51,0.56,2016
S10B,Fine Fuels ,17.41,17.54,0.13,2016
S10B,Fine Fuels ,18.12,18.5,0.38,2016
S10B,Fine Fuels ,19.89,20.01,0.12,2016
S10B,Fine Fuels ,20.43,20.6,0.17,2016
S10B,Fine Fuels ,21.23,21.4,0.17,2016
S10B,Fine Fuels ,22.5,22.68,0.18,2016
S10B,Fine Fuels ,23.29,23.49,0.2,2016
S10B,Fine Fuels ,24.1,24.52,0.42,2016
S10B,Fine Fuels ,24.87,25.03,0.16,2016
S10B,Fine Fuels ,25.2,25.37,0.17,2016
S10B,Fine Fuels ,25.98,26.12,0.14,2016
S10B,Fine Fuels ,27.4,27.75,0.35,2016
S10B,Fine Fuels ,28.32,28.6,0.28,2016
S10B,Fine Fuels ,30.69,31.24,0.55,2016
S10B,Fine Fuels ,32.51,32.7,0.19,2016
S10B,Fine Fuels ,34.29,34.41,0.12,2016
S10B,Fine Fuels ,37.99,38.25,0.26,2016
S10B,Fine Fuels ,39.03,39.22,0.19,2016
S10B,Fine Fuels ,39.81,40.1,0.29,2016
S10B,Fine Fuels ,42.11,42.32,0.21,2016
S10B,Fine Fuels ,44.39,44.92,0.53,2016
S10B,Fine Fuels ,45,45.1,0.1,2016
S10B,Fine Fuels ,45.8,45.93,0.13,2016
S10B,Fine Fuels ,46.25,46.47,0.22,2016
S10B,Fine Fuels ,46.82,48.29,1.47,2016
S10B,Fine Fuels ,48.65,48.85,0.2,2016
S10B,Fine Fuels ,49.47,50,0.53,2016
S10B,Shrubs,44.07,44.21,0.14,2016
S10U,Fine Fuels,0,0.25,0.25,2016
S10U,Fine Fuels,0.33,0.44,0.11,2016
S10U,Fine Fuels,0.53,0.63,0.1,2016
S10U,Fine Fuels,0.95,1.48,0.53,2016
S10U,Fine Fuels,1.59,2.43,0.84,2016
S10U,Fine Fuels,2.77,2.89,0.12,2016
S10U,Fine Fuels,3.06,3.95,0.89,2016
S10U,Fine Fuels,4.18,4.38,0.2,2016
S10U,Fine Fuels,4.44,5.56,1.12,2016
S10U,Fine Fuels,5.85,6.25,0.4,2016
S10U,Fine Fuels,7.14,8.69,1.55,2016
S10U,Fine Fuels,9.45,10.3,0.85,2016
S10U,Fine Fuels,11.29,11.97,0.68,2016
S10U,Fine Fuels,12.48,15.25,2.77,2016
S10U,Fine Fuels,15.74,16.15,0.41,2016
S10U,Fine Fuels,17.55,18.05,0.5,2016
S10U,Fine Fuels,18.98,19.6,0.62,2016
S10U,Fine Fuels,20.71,21.1,0.39,2016
S10U,Fine Fuels,21.3,21.44,0.14,2016
S10U,Fine Fuels,22.32,23.32,1,2016
S10U,Fine Fuels,23.5,27.05,3.55,2016
S10U,Fine Fuels,28.01,28.46,0.45,2016
S10U,Fine Fuels,28.8,34.79,5.99,2016
S10U,Fine Fuels,35.03,35.57,0.54,2016
S10U,Fine Fuels,36.19,36.29,0.1,2016
S10U,Fine Fuels,36.65,36.84,0.19,2016
S10U,Fine Fuels,38.66,38.85,0.19,2016
S10U,Fine Fuels,39.05,40.23,1.18,2016
S10U,Fine Fuels,40.79,41.03,0.24,2016
S10U,Fine Fuels,41.62,42.68,1.06,2016
S10U,Fine Fuels,43.04,44.85,1.81,2016
S10U,Fine Fuels,45,45.32,0.32,2016
S10U,Fine Fuels,45.5,46.12,0.62,2016
S10U,Fine Fuels,47.12,47.4,0.28,2016
S10U,Fine Fuels,47.7,50,2.3,2016
S10U,Shrubs,3.03,3.72,0.69,2016
S10U,Shrubs,5.46,5.51,0.05,2016
S10U,Shrubs,7.97,8.48,0.51,2016
S10U,Shrubs,13.79,14.4,0.61,2016
S10U,Shrubs,15.88,15.96,0.08,2016
S10U,Shrubs,19.25,19.6,0.35,2016
S10U,Shrubs,21.37,21.82,0.45,2016
S10U,Shrubs,22.14,23.03,0.89,2016
S10U,Shrubs,24.96,25.03,0.07,2016
S10U,Shrubs,26.19,26.67,0.48,2016
S10U,Shrubs,30.1,31.47,1.37,2016
S10U,Shrubs,32.14,32.87,0.73,2016
S10U,Shrubs,34.12,34.51,0.39,2016
S10U,Shrubs,37.62,38.08,0.46,2016
S10U,Shrubs,39.39,39.9,0.51,2016
S10U,Shrubs,41.06,41.48,0.42,2016
S10U,Shrubs,44.12,44.63,0.51,2016
S10U,Shrubs,47.38,47.48,0.1,2016
S10U,Shrubs,47.72,48,0.28,2016
S10U,Shrubs,48.22,48.51,0.29,2016
S10U,Shrubs,48.62,49,0.38,2016
S01B,Fine Fuels ,0.29,0.35,0.06,2016
S01B,Fine Fuels ,0.91,1.1,0.19,2016
S01B,Fine Fuels ,1.8,2.02,0.22,2016
S01B,Fine Fuels ,3.11,3.51,0.4,2016
S01B,Fine Fuels ,5.36,5.46,0.1,2016
S01B,Fine Fuels ,5.54,5.65,0.11,2016
S01B,Fine Fuels ,6.35,6.43,0.08,2016
S01B,Fine Fuels ,6.8,7.26,0.46,2016
S01B,Fine Fuels ,8.39,8.74,0.35,2016
S01B,Fine Fuels ,9.46,10.22,0.76,2016
S01B,Fine Fuels ,10.36,10.52,0.16,2016
S01B,Fine Fuels ,11.19,11.35,0.16,2016
S01B,Fine Fuels ,13.9,14.52,0.62,2016
S01B,Fine Fuels ,16.13,16.24,0.11,2016
S01B,Fine Fuels ,16.43,16.57,0.14,2016
S01B,Fine Fuels ,17.44,17.67,0.23,2016
S01B,Fine Fuels ,19.98,20.66,0.68,2016
S01B,Fine Fuels ,23.72,24.22,0.5,2016
S01B,Fine Fuels ,24.46,24.8,0.34,2016
S01B,Fine Fuels ,33.4,33.97,0.57,2016
S01B,Fine Fuels ,36.28,36.44,0.16,2016
S01B,Fine Fuels ,37.05,37.38,0.33,2016
S01B,Fine Fuels ,37.82,37.96,0.14,2016
S01B,Fine Fuels ,42.29,42.45,0.16,2016
S01B,Fine Fuels ,43.09,43.49,0.4,2016
S01B,Fine Fuels ,43.76,43.91,0.15,2016
S01B,Fine Fuels ,47.02,47.27,0.25,2016
S01B,Fine Fuels ,47.98,48.2,0.22,2016
S01B,Fine Fuels ,49.13,49.26,0.13,2016
S10B,Shrubs,9.62,9.93,0.31,2016
S01U,Fine Fuels ,0,0.2,0.2,2016
S01U,Fine Fuels ,0.37,1.95,1.58,2016
S01U,Fine Fuels ,2.24,4.16,1.92,2016
S01U,Fine Fuels ,4.44,5.07,0.63,2016
S01U,Fine Fuels ,6.35,8.12,1.77,2016
S01U,Fine Fuels ,8.73,9.32,0.59,2016
S01U,Fine Fuels ,9.65,9.84,0.19,2016
S01U,Fine Fuels ,10.35,10.83,0.48,2016
S01U,Fine Fuels ,11.4,14.65,3.25,2016
S01U,Fine Fuels ,14.81,18.3,3.49,2016
S01U,Fine Fuels ,19.4,19.96,0.56,2016
S01U,Fine Fuels ,20.43,22.41,1.98,2016
S01U,Fine Fuels ,23.97,24.1,0.13,2016
S01U,Fine Fuels ,24.24,24.88,0.64,2016
S01U,Fine Fuels ,25.42,28.35,2.93,2016
S01U,Fine Fuels ,28.6,29.09,0.49,2016
S01U,Fine Fuels ,30.22,30.83,0.61,2016
S01U,Fine Fuels ,31.3,33.28,1.98,2016
S01U,Fine Fuels ,34.1,34.94,0.84,2016
S01U,Fine Fuels ,36.52,38.47,1.95,2016
S01U,Fine Fuels ,40.83,42.29,1.46,2016
S01U,Fine Fuels ,42.56,44.99,2.43,2016
S01U,Fine Fuels ,45.39,47.72,2.33,2016
S01U,Fine Fuels ,48.13,48.79,0.66,2016
S01U,Fine Fuels ,49.42,49.76,0.34,2016
S01U,Shrubs,2.63,2.72,0.09,2016
S01U,Shrubs,5.5,6.32,0.82,2016
S01U,Shrubs,8.15,8.72,0.57,2016
S01U,Shrubs,10.85,11.39,0.54,2016
S01U,Shrubs,18.4,19.07,0.67,2016
S01U,Shrubs,19.98,20.24,0.26,2016
S01U,Shrubs,22.42,23.08,0.66,2016
S01U,Shrubs,24.13,24.23,0.1,2016
S01U,Shrubs,29.87,30.21,0.34,2016
S01U,Shrubs,30.94,31.29,0.35,2016
S01U,Shrubs,34.95,35.3,0.35,2016
S01U,Shrubs,39.67,40.26,0.59,2016
S01U,Shrubs,42.3,42.55,0.25,2016
S01U,Shrubs,45,45.34,0.34,2016
S01U,Shrubs,47.72,48.11,0.39,2016
S01U,Shrubs,48.8,49.37,0.57,2016
S01U,Shrubs,49.83,50,0.17,2016
S02B,Fine Fuels,0,2,2,2019
S02B,Fine Fuels,2.2,3.84,1.64,2019
S02B,Fine Fuels,3.94,6.26,2.32,2019
S02B,Fine Fuels,7.2,13.11,5.91,2019
S02B,Fine Fuels,13.29,17.82,4.53,2019
S02B,Fine Fuels,18,18.25,0.25,2019
S02B,Fine Fuels,18.39,21.12,2.73,2019
S02B,Fine Fuels,21.25,24.83,3.58,2019
S02B,Fine Fuels,24.95,38.13,13.18,2019
S02B,Fine Fuels,38.3,42.8,4.5,2019
S02B,Fine Fuels,42.91,50,7.09,2019
S02B,Shrubs,50,50,0,2019
S03B,Shrubs,50,50,0,2019
S03B,Fine Fuels,0.13,5.05,4.92,2019
S03B,Fine Fuels,5.15,11.25,6.1,2019
S03B,Fine Fuels,11.43,19.19,7.76,2019
S03B,Fine Fuels,19.28,21.2,1.92,2019
S03B,Fine Fuels,21.31,27.59,6.28,2019
S03B,Fine Fuels,27.7,30.2,2.5,2019
S03B,Fine Fuels,30.5,36.03,5.53,2019
S03B,Fine Fuels,36.2,40.13,3.93,2019
S03B,Fine Fuels,40.25,47.6,7.35,2019
S03B,Fine Fuels,47.67,50,2.33,2019
S09B,Shrubs,1.63,2.47,0.84,2019
S09B,Shrubs,3.25,3.97,0.72,2019
S09B,Shrubs,11.79,11.92,0.130000000000001,2019
S09B,Shrubs,13.26,13.32,0.060000000000001,2019
S09B,Shrubs,17.84,17.97,0.129999999999999,2019
S09B,Shrubs,18.39,19.02,0.629999999999999,2019
S09B,Shrubs,19.8,19.91,0.109999999999999,2019
S09B,Shrubs,31.51,31.65,0.139999999999997,2019
S09B,Shrubs,42.56,42.71,0.149999999999999,2019
S09B,Shrubs,45.93,46.14,0.210000000000001,2019
S09B,Fine Fuels,0,0.32,0.32,2019
S09B,Fine Fuels,1.4,3.55,2.15,2019
S09B,Fine Fuels,3.9,7.41,3.51,2019
S09B,Fine Fuels,8.71,10.45,1.74,2019
S09B,Fine Fuels,10.6,12.24,1.64,2019
S09B,Fine Fuels,12.94,13.11,0.17,2019
S09B,Fine Fuels,13.36,14.03,0.67,2019
S09B,Fine Fuels,14.09,14.28,0.19,2019
S09B,Fine Fuels,15.2,15.31,0.110000000000001,2019
S09B,Fine Fuels,15.79,15.9,0.110000000000001,2019
S09B,Fine Fuels,16.2,17.3,1.1,2019
S09B,Fine Fuels,18.29,18.4,0.109999999999999,2019
S09B,Fine Fuels,18.8,18.91,0.109999999999999,2019
S09B,Fine Fuels,19,19.25,0.25,2019
S09B,Fine Fuels,19.87,20.09,0.219999999999999,2019
S09B,Fine Fuels,20.25,25.19,4.94,2019
S09B,Fine Fuels,25.38,29.01,3.63,2019
S09B,Fine Fuels,29.19,30.2,1.01,2019
S09B,Fine Fuels,30.51,30.7,0.189999999999998,2019
S09B,Fine Fuels,30.95,31.59,0.640000000000001,2019
S09B,Fine Fuels,31.9,32.07,0.170000000000002,2019
S09B,Fine Fuels,32.15,35.16,3.01,2019
S09B,Fine Fuels,35.23,36.15,0.920000000000002,2019
S09B,Fine Fuels,36.35,36.67,0.32,2019
S09B,Fine Fuels,37.09,38.29,1.2,2019
S09B,Fine Fuels,38.53,38.69,0.159999999999997,2019
S09B,Fine Fuels,38.85,40.28,1.43,2019
S09B,Fine Fuels,40.84,41.04,0.199999999999996,2019
S09B,Fine Fuels,41.55,41.72,0.170000000000002,2019
S09B,Fine Fuels,42.13,42.23,0.099999999999994,2019
S09B,Fine Fuels,42.75,43.2,0.450000000000003,2019
S09B,Fine Fuels,43.85,43.92,0.07,2019
S09B,Fine Fuels,44.19,44.86,0.670000000000002,2019
S09B,Fine Fuels,44.92,45.9,0.979999999999997,2019
S09B,Fine Fuels,47,48.44,1.44,2019
S09B,Fine Fuels,48.79,48.9,0.109999999999999,2019
S09B,Fine Fuels,49.1,50,0.899999999999999,2019
S04B,Shrubs,50,50,0,2019
S04B,Fine Fuels,0,0.47,0.47,2019
S04B,Fine Fuels,0.91,1.02,0.11,2019
S04B,Fine Fuels,1.39,2.4,1.01,2019
S04B,Fine Fuels,2.95,5.47,2.52,2019
S04B,Fine Fuels,5.61,5.81,0.2,2019
S04B,Fine Fuels,6.01,9.59,3.58,2019
S04B,Fine Fuels,9.7,9.79,0.09,2019
S04B,Fine Fuels,10.07,14.43,4.36,2019
S04B,Fine Fuels,14.79,16.02,1.23,2019
S04B,Fine Fuels,16.19,16.98,0.789999999999999,2019
S04B,Fine Fuels,17.35,17.69,0.34,2019
S04B,Fine Fuels,17.86,18.09,0.23,2019
S04B,Fine Fuels,18.17,18.89,0.719999999999999,2019
S04B,Fine Fuels,19.18,19.55,0.370000000000001,2019
S04B,Fine Fuels,19.75,20.55,0.800000000000001,2019
S04B,Fine Fuels,20.65,21.67,1.02,2019
S04B,Fine Fuels,21.8,23.75,1.95,2019
S04B,Fine Fuels,23.87,24.49,0.619999999999997,2019
S04B,Fine Fuels,24.69,28.14,3.45,2019
S04B,Fine Fuels,28.28,29.3,1.02,2019
S04B,Fine Fuels,30.27,31.86,1.59,2019
S04B,Fine Fuels,32.04,33.97,1.93,2019
