plot,variable,start_m,stop_m,distance_m,year
S11B,Fine Fuels,42.85,45.83,2.98,2019
S11B,Fine Fuels,46.01,46.14,0.130000000000003,2019
S11B,Fine Fuels,46.4,47.73,1.33,2019
S11B,Fine Fuels,48.1,48.66,0.559999999999995,2019
S11B,Fine Fuels,48.7,49.66,0.959999999999994,2019
S11B,Fine Fuels,49.85,50,0.149999999999999,2019
S01B,Shrubs,9.51,9.95,0.44,2019
S01B,Shrubs,15.65,15.81,0.16,2019
S01B,Shrubs,36.49,37.3,0.809999999999995,2019
S01B,Shrubs,48.04,48.09,0.050000000000004,2019
S01B,Fine Fuels,0,1.99,1.99,2019
S01B,Fine Fuels,2.07,2.5,0.43,2019
S01B,Fine Fuels,3,3.91,0.91,2019
S01B,Fine Fuels,4.01,4.69,0.680000000000001,2019
S01B,Fine Fuels,5.19,5.45,0.26,2019
S01B,Fine Fuels,5.6,5.81,0.210000000000001,2019
S01B,Fine Fuels,5.86,6.4,0.54,2019
S01B,Fine Fuels,6.61,6.83,0.22,2019
S01B,Fine Fuels,6.98,8.24,1.26,2019
S01B,Fine Fuels,8.35,9.05,0.700000000000001,2019
S01B,Fine Fuels,9.14,9.25,0.109999999999999,2019
S01B,Fine Fuels,9.37,10.23,0.860000000000001,2019
S01B,Fine Fuels,10.4,11.71,1.31,2019
S01B,Fine Fuels,11.93,12.42,0.49,2019
S01B,Fine Fuels,12.59,13.31,0.720000000000001,2019
S01B,Fine Fuels,13.8,15.34,1.54,2019
S01B,Fine Fuels,15.45,15.59,0.140000000000001,2019
S01B,Fine Fuels,15.75,16.15,0.399999999999999,2019
S01B,Fine Fuels,16.45,16.6,0.150000000000002,2019
S01B,Fine Fuels,16.7,16.85,0.150000000000002,2019
S01B,Fine Fuels,16.99,17.85,0.860000000000003,2019
S01B,Fine Fuels,18.19,18.25,0.059999999999999,2019
S01B,Fine Fuels,18.3,18.91,0.609999999999999,2019
S01B,Fine Fuels,19.1,19.2,0.099999999999998,2019
S01B,Fine Fuels,19.8,20.45,0.649999999999999,2019
S01B,Fine Fuels,20.6,23.51,2.91,2019
S01B,Fine Fuels,23.6,24.8,1.2,2019
S01B,Fine Fuels,25.01,26.3,1.29,2019
S01B,Fine Fuels,26.6,27.47,0.869999999999997,2019
S01B,Fine Fuels,27.65,27.8,0.150000000000002,2019
S01B,Fine Fuels,28.05,29.8,1.75,2019
S01B,Fine Fuels,29.95,30.02,0.07,2019
S01B,Fine Fuels,30.3,31.34,1.04,2019
S01B,Fine Fuels,32.15,34.39,2.24,2019
S01B,Fine Fuels,34.6,34.76,0.159999999999997,2019
S01B,Fine Fuels,34.9,37.89,2.99,2019
S01B,Fine Fuels,38.25,39.95,1.7,2019
S01B,Fine Fuels,40.07,40.49,0.420000000000002,2019
S01B,Fine Fuels,40.63,40.85,0.219999999999999,2019
S01B,Fine Fuels,41.08,41.19,0.109999999999999,2019
S01B,Fine Fuels,41.31,42.03,0.719999999999999,2019
S01B,Fine Fuels,42.67,43.01,0.339999999999996,2019
S01B,Fine Fuels,43.17,43.45,0.280000000000001,2019
S01B,Fine Fuels,43.89,44.25,0.359999999999999,2019
S01B,Fine Fuels,44.52,44.6,0.079999999999998,2019
S01B,Fine Fuels,44.81,45.83,1.02,2019
S01B,Fine Fuels,46,47,1,2019
S01B,Fine Fuels,47.11,47.23,0.119999999999997,2019
S01B,Fine Fuels,47.35,48.41,1.06,2019
S01B,Fine Fuels,48.5,48.58,0.079999999999998,2019
S01B,Fine Fuels,48.85,49.4,0.549999999999997,2019
S01B,Fine Fuels,49.52,49.83,0.309999999999995,2019
